DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,AffordableDwelling,Craftsmanship,EraConstructed
1223,255900.0,Meadowlands,Sunspire,1761.0,1045.15875,sqm,5,Gleaming,0,8,1603
1224,137000.0,GnomeBurough,Petalbridge,1383.0,895.492017,sqm,8,Common,1,4,1074
1225,255000.0,AetherIsles,Wyverncliff,1378.0,802.68192,sqm,5,Gleaming,0,8,1733
1226,115000.0,GnomeBurough,Mystvale,1166.0,789.6754999999999,sqm,7,Common,1,5,1060
1227,145000.0,Meadowlands,Brightforge,1024.0,666.579025,sqm,5,Gleaming,1,6,1437
1228,217000.0,Meadowlands,Thornfield,1737.0,1950.963,sqm,5,Common,1,6,1204
1229,168165.0,Meadowlands,Duskwood,1121.0,1226.691212,sqm,5,Common,1,7,1694
1230,301500.0,Meadowlands,Glimmerwood,1528.0,1328.791609,sqm,5,Gleaming,0,8,1555
1231,126000.0,GnomeBurough,Mystvale,706.0,650.321,sqm,8,Common,1,6,1116
1232,124000.0,Meadowlands,Dragonspire,716.0,769.23684,sqm,5,Common,1,6,1283
1233,135000.0,Meadowlands,Emberfall,977.0,1977.533258,sqm,5,Common,1,5,1198
1234,99900.0,Meadowlands,Petalbridge,609.0,508.17941,sqm,5,Common,1,3,1360
1235,171000.0,Meadowlands,Brightforge,1203.0,780.3851999999999,sqm,6,Common,1,6,1480
1237,145000.0,Meadowlands,Nighthaven,967.0,1025.64912,sqm,7,Gleaming,1,6,1318
1238,157000.0,Meadowlands,Stormhold,825.0,510.9665,sqm,5,Common,1,7,1794
1239,180500.0,Meadowlands,Dragonspire,886.0,1311.047136,sqm,7,Common,1,5,1332
1240,555000.0,Meadowlands,Silverglen,1847.0,1433.586193,sqm,5,Enchanting,0,10,1763
1241,136000.0,Meadowlands,Dragonspire,830.0,879.233992,sqm,7,Common,1,6,1363
1243,236000.0,Meadowlands,Duskwood,1735.0,817.0818849999999,sqm,5,Gleaming,1,7,1660
1244,173733.0,AetherIsles,Wyverncliff,941.0,278.709,sqm,5,Gleaming,0,6,1777
1245,127000.0,Meadowlands,Stormwatch,963.0,691.012514,sqm,8,Common,1,5,1188
1246,195500.0,Meadowlands,Duskwood,1233.0,885.830105,sqm,5,Common,1,6,1490
1247,102000.0,Meadowlands,Stormhold,1170.0,557.418,sqm,5,Common,1,5,1088
1248,310000.0,Meadowlands,Glimmerwood,1938.0,1350.902523,sqm,7,Gleaming,0,8,1586
1250,58500.0,Meadowlands,Shadowmere,664.0,762.919436,sqm,3,Common,1,3,1112
1251,133000.0,GnomeBurough,Stormwatch,1209.0,568.56636,sqm,7,Common,1,4,1000
1252,141000.0,Meadowlands,Dragonspire,719.0,813.83028,sqm,7,Common,1,6,1213
1253,129500.0,GnomeBurough,Wolfsbane,1134.0,247.586495,sqm,7,Common,1,5,1479
1254,120000.0,Meadowlands,Shadowmere,809.0,1131.55854,sqm,7,Common,1,5,1068
1255,139900.0,GnomeBurough,Petalbridge,1098.0,599.317253,sqm,7,Common,1,7,1064
1256,125000.0,Meadowlands,Shadowmere,793.0,766.44975,sqm,7,Common,1,5,1116
1257,181000.0,Meadowlands,Brightforge,1143.0,691.291223,sqm,5,Gleaming,1,7,1744
1258,180500.0,Meadowlands,Dragonspire,1096.0,945.288025,sqm,5,Common,1,6,1200
1259,148000.0,Meadowlands,Emberfall,875.0,1422.530736,sqm,5,Common,1,6,1319
1260,277000.0,Meadowlands,Windwhisper,1649.0,14771.577,sqm,7,Gleaming,0,6,1393
1262,151500.0,Meadowlands,Dragonspire,736.0,1186.557116,sqm,8,Common,1,6,1295
1263,129500.0,Meadowlands,Emberfall,759.0,845.4173,sqm,4,Common,1,5,1372
1264,162000.0,Meadowlands,Dragonspire,989.0,913.23649,sqm,7,Common,1,5,1396
1265,88250.0,GnomeBurough,Wolfsbane,839.0,176.5157,sqm,4,Common,1,4,1263
1267,196000.0,Meadowlands,Crystalhollow,1205.0,912.214557,sqm,5,Common,1,6,1526
1268,320000.0,Meadowlands,Ravenstone,1507.0,1265.153054,sqm,5,Gleaming,0,8,1608
1269,120000.0,GnomeBurough,Petalbridge,909.0,557.418,sqm,7,Common,1,3,1186
1270,145100.0,Meadowlands,Dragonspire,993.0,975.4815,sqm,5,Common,1,5,1285
1271,162500.0,GnomeBurough,Oakenshade,916.0,362.972021,sqm,5,Gleaming,1,8,1482
1272,98600.0,Meadowlands,Dragonspire,949.0,789.6754999999999,sqm,3,Common,1,5,1244
1273,213000.0,Meadowlands,Duskwood,1527.0,780.013588,sqm,5,Gleaming,1,7,1791
1274,210400.0,AetherIsles,Wyverncliff,1026.0,836.127,sqm,5,Gleaming,0,7,1791
1275,312500.0,AetherIsles,Wyverncliff,1816.0,781.592939,sqm,5,Gleaming,0,8,1539
1276,359100.0,Meadowlands,Thornfield,2456.0,1130.443704,sqm,6,Common,1,8,1197
1277,275000.0,Meadowlands,Silverglen,1464.0,1015.151081,sqm,5,Gleaming,0,8,1660
1278,181755.0,Meadowlands,Duskwood,1150.0,1468.79643,sqm,5,Gleaming,1,6,1799
1279,200000.0,Meadowlands,Dragonspire,2026.0,1081.669629,sqm,5,Common,1,5,1255
1280,119900.0,Meadowlands,Emberfall,667.0,782.707775,sqm,6,Common,1,5,1286
1281,132500.0,Meadowlands,Dragonspire,915.0,717.954384,sqm,6,Common,1,5,1207
1282,147500.0,Meadowlands,Shadowmere,966.0,923.177111,sqm,6,Gleaming,1,5,1299
1283,155000.0,Meadowlands,Shadowmere,841.0,971.022156,sqm,5,Common,1,6,1241
1284,119916.0,Meadowlands,Emberfall,664.0,590.86308,sqm,5,Common,1,5,1214
1285,237500.0,Meadowlands,Dragonspire,1628.0,1200.771275,sqm,7,Common,1,6,1298
1286,260000.0,AetherIsles,Wyverncliff,1144.0,449.186005,sqm,5,Gleaming,0,7,1651
1287,177000.0,Meadowlands,Shadowmere,1043.0,1069.499336,sqm,7,Common,1,6,1226
1288,120500.0,Meadowlands,Dragonspire,664.0,836.127,sqm,6,Common,1,4,1362
1290,290000.0,Meadowlands,Glimmerwood,1923.0,1108.239887,sqm,7,Gleaming,0,8,1476
1291,240000.0,Meadowlands,Sunspire,1613.0,870.965625,sqm,5,Gleaming,0,7,1508
1292,125000.0,Meadowlands,Petalbridge,829.0,950.39769,sqm,7,Common,1,5,1062
1293,175000.0,Meadowlands,Emberfall,1126.0,1197.148058,sqm,6,Common,1,5,1364
1294,137000.0,Meadowlands,Stormwatch,1272.0,460.79888,sqm,7,Common,1,5,1160
1295,157000.0,GnomeBurough,Petalbridge,1355.0,668.9016,sqm,7,Common,1,7,1099
1296,180000.0,Meadowlands,Windwhisper,759.0,1993.048059,sqm,5,Common,1,6,1357
1297,252000.0,Meadowlands,Wyverncliff,1510.0,1156.363641,sqm,5,Gleaming,0,8,1782
1298,207500.0,Meadowlands,Riverbend,1607.0,470.274986,sqm,5,Gleaming,0,7,1585
1299,146000.0,Meadowlands,Cloudrest,1190.0,214.420124,sqm,5,Common,1,6,1578
1300,187750.0,AetherIsles,Wyverncliff,1000.0,668.9016,sqm,5,Gleaming,0,7,1770
1301,221000.0,AetherIsles,Wyverncliff,1206.0,667.04354,sqm,5,Gleaming,0,8,1688
1302,105500.0,Meadowlands,Dragonspire,639.0,671.409981,sqm,6,Common,1,6,1369
1303,99900.0,Meadowlands,Shadowmere,664.0,377.18618,sqm,8,Common,1,5,1194
1304,262500.0,AetherIsles,Wyverncliff,1204.0,836.127,sqm,5,Gleaming,0,8,1784
1305,180000.0,Meadowlands,Brightforge,998.0,1040.5136,sqm,5,Gleaming,1,6,1514
1306,140000.0,Meadowlands,Dragonspire,690.0,780.3851999999999,sqm,6,Common,1,5,1301
1307,255000.0,Meadowlands,Wyverncliff,1258.0,1254.283403,sqm,5,Gleaming,0,8,1698
1308,338500.0,Meadowlands,Silverglen,1608.0,923.641626,sqm,5,Enchanting,0,9,1796
1309,88000.0,Meadowlands,Dragonspire,659.0,754.836875,sqm,4,Common,1,4,1385
1310,196000.0,Meadowlands,Crystalhollow,1289.0,3157.122649,sqm,6,Common,1,5,1478
1312,260000.0,Meadowlands,Wyverncliff,1183.0,821.912841,sqm,5,Gleaming,0,8,1682
1313,225000.0,Meadowlands,Duskwood,1333.0,1151.439782,sqm,5,Gleaming,1,7,1637
1314,255000.0,Meadowlands,Mossheart,1816.0,1114.836,sqm,6,Gleaming,0,7,1413
1315,84500.0,GnomeBurough,Wolfsbane,484.0,179.860208,sqm,6,Common,1,4,1297
1316,362500.0,Meadowlands,Glimmerwood,1806.0,1221.024129,sqm,5,Gleaming,0,8,1546
1317,138000.0,Meadowlands,Stormwatch,879.0,660.633233,sqm,7,Gleaming,1,5,1169
1318,137000.0,GnomeBurough,Petalbridge,1483.0,849.319226,sqm,8,Common,1,6,1173
1319,130000.0,GnomeBurough,Petalbridge,1012.0,510.9665,sqm,7,Common,1,5,1052
1320,214000.0,Meadowlands,Sunspire,1221.0,953.556392,sqm,5,Gleaming,0,7,1514
1321,135000.0,Meadowlands,Nighthaven,1273.0,858.981138,sqm,5,Common,1,5,1259
1322,154000.0,Meadowlands,Emberfall,815.0,766.078138,sqm,8,Common,1,5,1345
1323,120000.0,Meadowlands,Dragonspire,701.0,700.024105,sqm,7,Common,1,5,1286
1324,185000.0,Meadowlands,Duskwood,1487.0,1105.5457,sqm,6,Common,1,5,1547
1326,309000.0,Meadowlands,Silverglen,1886.0,1246.572454,sqm,5,Gleaming,0,8,1753
1327,154500.0,Meadowlands,Emberfall,821.0,781.685842,sqm,8,Common,1,6,1393
1328,157500.0,Meadowlands,Sunspire,1067.0,774.81102,sqm,6,Common,1,6,1569
1329,222000.0,Meadowlands,Duskwood,1719.0,1208.296418,sqm,5,Common,1,7,1459
1330,143000.0,Meadowlands,Crystalhollow,789.0,781.31423,sqm,6,Common,1,6,1385
1331,249000.0,Meadowlands,Wyverncliff,1158.0,766.542653,sqm,5,Gleaming,0,7,1777
1332,163500.0,Meadowlands,Dragonspire,1274.0,1129.235965,sqm,3,Common,1,6,1374
1333,245350.0,Meadowlands,Sunspire,1303.0,973.158925,sqm,5,Gleaming,0,8,1732
1334,138800.0,Meadowlands,Dragonspire,843.0,1474.37061,sqm,5,Common,1,5,1251
1336,117500.0,GnomeBurough,Petalbridge,1699.0,919.7397,sqm,4,Common,1,6,959
1337,103500.0,GnomeBurough,Petalbridge,1495.0,957.551221,sqm,5,Common,1,6,1143
1338,137500.0,GnomeBurough,Shadowmere,1314.0,234.301366,sqm,5,Gleaming,1,7,1619
1339,179900.0,Meadowlands,Dragonspire,973.0,868.64305,sqm,8,Common,1,5,1350
1341,156000.0,Meadowlands,Duskwood,1099.0,719.99825,sqm,5,Common,1,7,1486
1342,175500.0,Meadowlands,Nighthaven,955.0,891.8688,sqm,6,Common,1,7,1290
1343,161900.0,Meadowlands,Stormhold,1476.0,725.015012,sqm,7,Common,1,6,1091
1344,184000.0,Meadowlands,Duskwood,1119.0,1015.243984,sqm,5,Gleaming,1,7,1653
1345,180500.0,Meadowlands,Ravenstone,1009.0,624.122354,sqm,5,Gleaming,0,8,1640
1346,137500.0,Meadowlands,Crystalhollow,683.0,1151.532685,sqm,6,Common,1,5,1558
1347,144152.0,AetherIsles,Wyverncliff,923.0,295.43154,sqm,5,Gleaming,0,7,1681
1348,67500.0,CitadelQuarter,Brightforge,778.0,910.4494,sqm,5,Common,1,5,1199
1349,87500.0,GnomeBurough,Petalbridge,1161.0,891.8688,sqm,4,Gleaming,1,4,1042
1350,200825.0,AetherIsles,Wyverncliff,1319.0,754.836875,sqm,5,Gleaming,0,6,1767
1351,383000.0,Meadowlands,Silverglen,1499.0,1339.475454,sqm,5,Enchanting,0,9,1786
1352,159000.0,Meadowlands,Dragonspire,1333.0,909.148758,sqm,7,Common,1,6,1234
1353,250000.0,AetherIsles,Wyverncliff,1532.0,870.965625,sqm,5,Gleaming,0,8,1723
1354,147000.0,Meadowlands,Emberfall,811.0,1180.982936,sqm,7,Common,1,6,1250
1355,175000.0,Meadowlands,Dragonspire,1300.0,919.7397,sqm,5,Gleaming,1,6,1235
1356,235000.0,Meadowlands,Shadowmere,1545.0,1853.41485,sqm,7,Common,1,6,1164
1357,166800.0,Meadowlands,Dragonspire,1207.0,1226.3196,sqm,6,Common,1,6,1390
1358,123600.0,Meadowlands,Sunspire,761.0,749.72721,sqm,5,Common,1,4,1589
1360,274900.0,Meadowlands,Silverglen,1317.0,891.032673,sqm,5,Gleaming,0,8,1732
1361,204000.0,Meadowlands,Sunspire,1154.0,960.152505,sqm,5,Gleaming,0,7,1485
1362,286000.0,Meadowlands,Riverbend,1225.0,457.361469,sqm,5,Gleaming,0,8,1798
1363,236500.0,Meadowlands,Sunspire,1375.0,1099.785714,sqm,5,Gleaming,0,8,1731
1364,93000.0,GnomeBurough,Petalbridge,1066.0,557.418,sqm,4,Common,1,5,1361
1365,445000.0,Meadowlands,Silverglen,1886.0,1419.000422,sqm,5,Gleaming,0,9,1621
1366,180500.0,Meadowlands,Mossheart,1922.0,891.8688,sqm,5,Gleaming,0,8,1562
1367,446261.0,Meadowlands,Silverglen,2086.0,1388.714044,sqm,5,Enchanting,0,9,1785
1368,165000.0,Meadowlands,Mossheart,929.0,1045.15875,sqm,6,Gleaming,0,6,1431
1369,336860.0,Meadowlands,Silverglen,1435.0,939.24933,sqm,5,Enchanting,0,9,1664
1370,185000.0,Meadowlands,Dragonspire,1107.0,914.16552,sqm,7,Common,1,5,1398
1371,111900.0,Meadowlands,Dragonspire,719.0,956.436385,sqm,6,Common,1,4,1294
1372,373000.0,Meadowlands,Mossheart,1920.0,1651.629534,sqm,5,Gleaming,0,8,1480
1374,145500.0,Meadowlands,Dragonspire,809.0,929.680321,sqm,7,Gleaming,1,5,1236
1375,168675.0,Meadowlands,Sunspire,1146.0,774.160699,sqm,5,Gleaming,0,7,1627
1376,145000.0,Meadowlands,Emberfall,763.0,953.649295,sqm,7,Common,1,5,1287
1377,315750.0,Meadowlands,Glimmerwood,1844.0,1095.047661,sqm,5,Gleaming,0,7,1525
1378,127000.0,Meadowlands,Shadowmere,883.0,992.389846,sqm,6,Common,1,4,1239
1381,195500.0,Meadowlands,Duskwood,1226.0,940.642875,sqm,5,Gleaming,1,7,1735
1382,124000.0,GnomeBurough,Petalbridge,1346.0,836.127,sqm,6,Common,1,5,951
1383,172500.0,Meadowlands,Ravenstone,1109.0,910.635206,sqm,5,Common,1,5,1703
1385,128500.0,GnomeBurough,Petalbridge,1063.0,1148.095274,sqm,6,Common,1,5,1132
1386,133500.0,Meadowlands,Emberfall,711.0,802.496114,sqm,6,Common,1,5,1394
1387,127000.0,GnomeBurough,Stormwatch,988.0,802.217405,sqm,5,Common,1,5,1019
1388,271000.0,Meadowlands,Glimmerwood,1636.0,1016.730432,sqm,5,Gleaming,0,7,1550
1389,102000.0,Meadowlands,Dragonspire,952.0,668.9016,sqm,3,Common,1,5,1382
1390,425000.0,Meadowlands,Ravenstone,1521.0,1173.643599,sqm,5,Enchanting,0,9,1720
1391,206300.0,GnomeBurough,Crystalhollow,1033.0,655.89518,sqm,5,Common,1,7,1558
1393,60000.0,GnomeBurough,Stormwatch,615.0,568.56636,sqm,3,Modest,1,2,1043
1394,150000.0,Meadowlands,Stormhold,1993.0,1011.71367,sqm,6,Common,1,5,1113
1395,370000.0,Meadowlands,Silverglen,2069.0,1528.347253,sqm,5,Gleaming,0,8,1730
1396,221000.0,Meadowlands,Sunspire,1149.0,1189.437109,sqm,5,Gleaming,0,7,1736
1397,119500.0,Meadowlands,Crystalhollow,709.0,645.768753,sqm,5,Common,1,5,1403
1398,200000.0,Meadowlands,Windwhisper,1298.0,1188.972594,sqm,5,Common,1,6,1574
1399,119000.0,Meadowlands,Dragonspire,963.0,891.8688,sqm,5,Common,1,6,1221
1400,152000.0,GnomeBurough,Petalbridge,1243.0,501.6762,sqm,7,Common,1,6,1027
1401,159500.0,Meadowlands,Dragonspire,1215.0,932.002896,sqm,5,Common,1,6,1291
1402,85500.0,GnomeBurough,Wolfsbane,839.0,175.58667,sqm,6,Common,1,4,1315
1403,165000.0,Meadowlands,Emberfall,784.0,1314.484547,sqm,8,Gleaming,1,5,1389
1404,147000.0,Meadowlands,Cloudrest,1190.0,219.622692,sqm,5,Common,1,6,1447
1405,125500.0,Meadowlands,Emberfall,693.0,573.490219,sqm,6,Common,1,5,1380
1406,119000.0,GnomeBurough,Mystvale,923.0,757.623965,sqm,7,Common,1,5,1075
1407,118000.0,Meadowlands,Shadowmere,536.0,873.752715,sqm,9,Common,1,5,1154
1408,160000.0,Meadowlands,Dragonspire,1018.0,804.354174,sqm,5,Common,1,6,1384
1409,221500.0,Meadowlands,Wyverncliff,1226.0,834.919261,sqm,5,Gleaming,0,8,1782
1410,209000.0,AetherIsles,Wyverncliff,1271.0,755.022681,sqm,5,Gleaming,0,7,1681
1411,149500.0,Meadowlands,Dragonspire,759.0,858.42372,sqm,8,Gleaming,1,6,1306
1412,207000.0,Meadowlands,Sunspire,1069.0,818.47543,sqm,5,Gleaming,0,7,1769
1413,144800.0,Meadowlands,Thornfield,855.0,845.4173,sqm,6,Common,1,5,1204
1414,338931.0,Meadowlands,Silverglen,1961.0,1248.61632,sqm,5,Gleaming,0,8,1792
1415,283463.0,Meadowlands,Ravenstone,1366.0,1421.973318,sqm,5,Gleaming,0,8,1786
1416,110000.0,Meadowlands,Dragonspire,659.0,681.90802,sqm,6,Common,1,4,1390
1417,160000.0,Meadowlands,Petalbridge,1856.0,1003.3524,sqm,4,Common,1,5,1010
1418,193000.0,Meadowlands,Brightforge,1243.0,744.338836,sqm,5,Gleaming,1,6,1475
1419,134432.0,Meadowlands,Windwhisper,1221.0,1590.49936,sqm,4,Common,1,4,1344
1420,192350.0,Meadowlands,Nighthaven,1040.0,966.1912,sqm,5,Common,1,6,1488
1421,97000.0,GnomeBurough,Wolfsbane,1033.0,142.420299,sqm,6,Common,1,4,1237
1422,164900.0,GnomeBurough,Stormwatch,1286.0,557.418,sqm,7,Common,1,6,1173
1423,197900.0,Meadowlands,Nighthaven,1488.0,1150.510752,sqm,7,Common,1,7,1514
1424,112000.0,Meadowlands,Stormhold,990.0,575.162473,sqm,4,Common,1,5,1108
1425,243500.0,Meadowlands,Nighthaven,1919.0,1002.516273,sqm,5,Common,1,6,1416
1426,135500.0,GnomeBurough,Petalbridge,738.0,557.418,sqm,7,Common,1,5,1306
1427,184500.0,Meadowlands,Nighthaven,1442.0,978.26859,sqm,6,Common,1,6,1568
1428,160000.0,Meadowlands,Dreamweaver,880.0,297.568309,sqm,5,Gleaming,1,7,1672
1429,113000.0,GnomeBurough,Stormwatch,779.0,464.515,sqm,7,Common,1,6,1002
1430,210000.0,Meadowlands,Thornfield,1385.0,1320.15163,sqm,7,Common,1,6,1020
1431,152000.0,AetherIsles,Wyverncliff,950.0,236.345232,sqm,5,Gleaming,0,6,1766
1432,144000.0,CitadelQuarter,Brightforge,1553.0,780.3851999999999,sqm,5,Common,1,5,1458
1433,84500.0,Meadowlands,Crystalhollow,876.0,1599.510951,sqm,5,Common,1,5,1694
1434,451950.0,Meadowlands,Silverglen,1766.0,1252.146634,sqm,5,Enchanting,0,10,1747
1435,232500.0,Meadowlands,Ravenstone,1107.0,1040.699406,sqm,5,Gleaming,0,8,1678
1436,213490.0,Meadowlands,Dreamweaver,1158.0,279.916739,sqm,5,Gleaming,1,7,1681
1437,173000.0,Meadowlands,Silverglen,1080.0,323.30244,sqm,5,Gleaming,0,7,1770
1438,89500.0,GnomeBurough,Petalbridge,786.0,416.20544,sqm,5,Common,1,5,1182
1439,287000.0,Meadowlands,Sunspire,1740.0,858.42372,sqm,5,Gleaming,0,8,1767
1440,67000.0,GnomeBurough,Mystvale,828.0,833.061201,sqm,2,Common,1,5,1076
1441,183000.0,Meadowlands,Duskwood,1256.0,1039.027152,sqm,5,Common,1,6,1538
1442,501837.0,Meadowlands,Riverbend,1718.0,1618.648969,sqm,5,Enchanting,0,9,1678
1443,137900.0,Meadowlands,Dragonspire,1643.0,992.20404,sqm,3,Common,1,5,1324
1444,146000.0,AetherIsles,Wyverncliff,1070.0,334.822412,sqm,5,Gleaming,0,7,1735
1445,264966.0,Meadowlands,Ravenstone,1369.0,1193.989356,sqm,5,Gleaming,0,8,1658
1446,125200.0,Meadowlands,Shadowmere,843.0,585.753415,sqm,6,Common,1,6,1491
1447,147900.0,Meadowlands,Sunspire,843.0,1538.566583,sqm,5,Common,1,5,1510
1448,128000.0,Meadowlands,Emberfall,820.0,891.8688,sqm,7,Common,1,4,1342
1449,133000.0,Meadowlands,Dragonspire,1213.0,881.64947,sqm,7,Common,1,6,1094
1450,124500.0,Meadowlands,Dragonspire,678.0,1208.482224,sqm,5,Common,1,6,1342
1451,140200.0,Meadowlands,Stormwatch,1213.0,597.8308049999999,sqm,5,Common,1,6,1120
1453,200000.0,GnomeBurough,Petalbridge,1741.0,720.462765,sqm,8,Common,1,6,1191
1454,168500.0,Meadowlands,Duskwood,1133.0,792.46259,sqm,5,Common,1,7,1449
1455,125000.0,Meadowlands,Shadowmere,837.0,691.19832,sqm,6,Common,1,5,1207
1456,108480.0,Meadowlands,Petalbridge,825.0,501.6762,sqm,6,Common,1,5,1069
1457,230000.0,AetherIsles,Wyverncliff,1147.0,743.224,sqm,5,Gleaming,0,7,1669
1458,83500.0,GnomeBurough,Wolfsbane,839.0,183.390522,sqm,5,Common,1,4,1319
1459,224900.0,Meadowlands,Sunspire,1277.0,1127.563711,sqm,5,Common,1,7,1564
1460,197600.0,Meadowlands,Dragonspire,1893.0,903.388772,sqm,7,Gleaming,1,5,1378
1461,230000.0,GnomeBurough,Thornfield,1267.0,357.026229,sqm,5,Enchanting,1,8,1635
1462,290000.0,Meadowlands,Glimmerwood,2063.0,855.172115,sqm,5,Gleaming,0,6,1470
1463,106500.0,Meadowlands,Dragonspire,678.0,774.718117,sqm,7,Common,1,5,1376
1464,169000.0,Meadowlands,Emberfall,1149.0,1431.63523,sqm,6,Common,1,6,1291
1465,262280.0,Meadowlands,Brightforge,1791.0,1099.878617,sqm,5,Common,1,7,1566
1466,187500.0,Meadowlands,Windwhisper,1605.0,1133.881115,sqm,8,Common,1,6,1367
1467,110000.0,Meadowlands,Dragonspire,1366.0,1066.061925,sqm,5,Common,1,5,1327
1468,156500.0,Meadowlands,Dragonspire,1136.0,780.3851999999999,sqm,3,Common,1,6,1398
1470,257500.0,Meadowlands,Duskwood,1541.0,1197.612573,sqm,5,Gleaming,1,8,1790
1471,149700.0,GnomeBurough,Petalbridge,950.0,688.132521,sqm,7,Common,1,6,1238
1472,154900.0,Meadowlands,Thornfield,1033.0,713.587943,sqm,6,Common,1,5,1069
1473,109500.0,Meadowlands,Dragonspire,634.0,668.9016,sqm,7,Common,1,5,1378
1474,149900.0,Meadowlands,Sunspire,757.0,778.991655,sqm,8,Gleaming,0,5,1470
1475,216000.0,Meadowlands,Shadowmere,1019.0,1629.611523,sqm,7,Common,1,5,1169
1476,135000.0,Meadowlands,Thornfield,1123.0,664.720965,sqm,8,Common,1,6,1125
1477,184000.0,CitadelQuarter,Dragonspire,1028.0,544.225774,sqm,5,Gleaming,1,7,1503
1478,227000.0,Meadowlands,Dragonspire,1529.0,1362.88701,sqm,7,Gleaming,1,6,1247
1479,119000.0,Meadowlands,Dragonspire,759.0,1262.273061,sqm,5,Common,1,5,1271
1480,212500.0,Meadowlands,Nighthaven,1454.0,1750.013811,sqm,5,Common,1,6,1415
1481,178900.0,Meadowlands,Duskwood,1141.0,951.048011,sqm,5,Gleaming,1,6,1773
1482,299800.0,Meadowlands,Nighthaven,2088.0,832.689589,sqm,9,Enchanting,1,8,1433
1483,85500.0,GnomeBurough,Wolfsbane,839.0,139.726112,sqm,4,Common,1,4,1325
1484,300000.0,Meadowlands,Glimmerwood,1718.0,886.759135,sqm,5,Gleaming,0,8,1732
1485,157500.0,Meadowlands,Emberfall,843.0,1209.039642,sqm,5,Common,1,6,1512
1486,225000.0,Meadowlands,Sunspire,1241.0,865.484348,sqm,5,Gleaming,0,7,1795
1487,102900.0,Meadowlands,Dragonspire,930.0,885.644299,sqm,5,Common,1,5,1244
1488,116050.0,Meadowlands,Dragonspire,664.0,868.921759,sqm,5,Common,1,4,1209
1489,204750.0,Meadowlands,Sunspire,1373.0,867.435311,sqm,5,Common,1,6,1592
1490,131000.0,Meadowlands,Stormhold,1126.0,944.266092,sqm,5,Common,1,5,1035
1491,70000.0,GnomeBurough,Mystvale,686.0,479.37948,sqm,6,Common,1,4,1029
1492,323262.0,Meadowlands,Sunspire,1292.0,1015.708499,sqm,5,Enchanting,0,9,1759
1493,76000.0,GnomeBurough,Wolfsbane,839.0,137.124828,sqm,7,Common,1,4,1382
1494,146000.0,Meadowlands,Dragonspire,884.0,650.321,sqm,4,Common,1,5,1313
1495,170000.0,Meadowlands,Sunspire,1073.0,1028.343307,sqm,5,Gleaming,0,6,1671
1496,200500.0,Meadowlands,Sunspire,1293.0,812.90125,sqm,5,Common,1,6,1476
1497,135000.0,GnomeBurough,Petalbridge,1068.0,313.826334,sqm,8,Common,1,7,1074
1498,185000.0,Meadowlands,Duskwood,1162.0,1041.163921,sqm,5,Common,1,6,1522
1499,125000.0,Meadowlands,Shadowmere,895.0,1010.78464,sqm,5,Common,1,5,1304
1500,208900.0,AetherIsles,Wyverncliff,1039.0,392.97969,sqm,5,Gleaming,0,7,1736
1501,176000.0,Meadowlands,Dragonspire,1022.0,1141.313355,sqm,6,Common,1,7,1285
1502,155000.0,Meadowlands,Silverglen,1250.0,227.426544,sqm,5,Gleaming,0,7,1703
1503,125000.0,GnomeBurough,Emberfall,1329.0,845.4173,sqm,5,Common,1,5,1203
1505,225000.0,GnomeBurough,Dreamweaver,1190.0,285.398016,sqm,5,Gleaming,1,7,1731
1506,121500.0,Meadowlands,Shadowmere,825.0,889.174613,sqm,5,Common,1,5,1273
1507,319900.0,Meadowlands,Silverglen,1347.0,711.451174,sqm,5,Enchanting,0,9,1784
1508,257500.0,Meadowlands,Wyverncliff,1275.0,948.168018,sqm,5,Gleaming,0,8,1708
1509,228500.0,Meadowlands,Brightforge,1401.0,2222.23976,sqm,5,Common,1,6,1428
1510,112000.0,Meadowlands,Crystalhollow,640.0,815.68834,sqm,5,Common,1,5,1445
1511,179900.0,GnomeBurough,Petalbridge,1495.0,922.340984,sqm,8,Common,1,7,1169
1512,127000.0,Meadowlands,Dragonspire,711.0,793.39162,sqm,8,Common,1,5,1349
1513,143750.0,GnomeBurough,Sunspire,652.0,412.024805,sqm,5,Gleaming,1,6,1699
1514,314813.0,Meadowlands,Silverglen,1406.0,1086.407682,sqm,5,Enchanting,0,9,1695
1515,145500.0,GnomeBurough,Shadowmere,824.0,341.418525,sqm,5,Common,1,6,1743
1516,156500.0,GnomeBurough,Petalbridge,1089.0,891.8688,sqm,8,Common,1,6,1118
1517,217500.0,Meadowlands,Sunspire,1416.0,819.961878,sqm,5,Gleaming,0,7,1758
1519,281000.0,Meadowlands,Silverglen,1515.0,1027.971695,sqm,5,Gleaming,0,8,1621
1520,122500.0,GnomeBurough,Petalbridge,1761.0,1053.52002,sqm,6,Common,1,4,890
1521,240000.0,Meadowlands,Sunspire,1789.0,1013.107215,sqm,5,Gleaming,0,7,1637
1522,64000.0,GnomeBurough,Petalbridge,516.0,445.9344,sqm,4,Common,1,5,1125
1523,164500.0,Meadowlands,Emberfall,1015.0,1094.118631,sqm,6,Common,1,5,1379
1524,419005.0,Meadowlands,Wyverncliff,1512.0,1141.870773,sqm,5,Enchanting,0,10,1671
1525,412083.0,Meadowlands,Silverglen,1991.0,1522.401461,sqm,5,Gleaming,0,9,1613
